user_id,signup_date,device_type,acquisition_channel,region,kyc_completed,referral_source
172,2025-01-28,Android,Referral,West,0,Influencer
173,2024-12-11,iOS,Social,West,0,
174,2025-02-21,Android,Organic,East,1,
175,2025-06-18,Android,Organic,West,0,
176,2024-05-21,Android,Organic,South,1,
177,2024-01-23,iOS,Social,North,1,
178,2024-06-15,Android,Social,East,1,
179,2024-09-02,Web,Referral,South,1,PromoCode
180,2025-06-05,Android,Referral,North,1,Friend
181,2024-07-07,Web,Referral,East,0,PromoCode
182,2025-04-16,Web,Social,West,1,
183,2025-04-29,Android,Social,East,0,
184,2024-09-25,Android,Referral,West,1,Influencer
185,2025-06-16,Android,Referral,West,0,Influencer
186,2024-01-01,Android,Organic,West,1,
187,2024-06-06,iOS,Referral,North,1,Friend
188,2024-07-30,Android,Paid,East,1,
189,2024-04-28,Android,Organic,West,1,
190,2024-05-30,Android,Social,South,1,
191,2024-07-13,Web,Paid,East,0,
192,2025-04-08,Android,Social,South,1,
193,2024-03-29,Android,Organic,North,0,
194,2025-03-13,Android,Paid,North,0,
195,2025-03-30,Web,Paid,East,1,
196,2024-07-18,iOS,Organic,North,1,
197,2025-01-05,Android,Paid,North,1,
198,2024-06-27,Android,Organic,East,1,
199,2024-10-07,Android,Organic,South,1,
200,2024-02-27,Android,Organic,West,0,
201,2024-01-10,Web,Organic,East,1,
202,2025-01-25,iOS,Referral,East,1,Friend
203,2024-05-13,Android,Organic,West,1,
204,2024-08-25,iOS,Referral,South,0,Influencer
205,2024-08-16,Android,Referral,West,0,PromoCode
206,2024-03-30,iOS,Paid,West,1,
207,2024-03-06,iOS,Social,South,0,
208,2024-04-10,Android,Referral,South,1,Influencer
209,2025-04-09,iOS,Referral,West,0,PromoCode
210,2024-09-14,Android,Organic,West,1,
211,2025-03-14,Android,Referral,East,1,PromoCode
212,2024-07-31,Android,Social,South,0,
213,2024-09-09,Android,Organic,North,1,
214,2025-05-26,iOS,Organic,South,0,
215,2024-03-04,Web,Organic,West,0,
216,2024-10-26,iOS,Referral,West,0,PromoCode
217,2025-01-16,iOS,Paid,West,1,
218,2024-01-13,iOS,Referral,West,0,Friend
219,2024-05-15,Android,Organic,North,1,
220,2025-05-25,Android,Social,South,1,
221,2024-06-11,Android,Organic,North,1,
222,2025-01-21,iOS,Organic,North,1,
223,2025-04-15,Web,Paid,West,1,
224,2024-11-07,Android,Organic,North,0,
225,2025-02-21,iOS,Organic,West,1,
226,2024-03-18,iOS,Organic,West,0,
227,2024-12-29,Android,Paid,West,1,
228,2025-02-28,Android,Social,North,1,
229,2025-02-11,Android,Social,West,0,
230,2024-08-12,Android,Paid,North,1,
231,2024-07-14,Android,Organic,South,1,
232,2024-03-14,Android,Paid,West,0,
233,2024-12-22,Android,Referral,East,1,PromoCode
234,2025-05-16,Android,Organic,East,0,
235,2025-02-15,iOS,Organic,East,1,
236,2025-02-11,Android,Organic,East,1,
237,2025-02-17,iOS,Referral,East,1,Influencer
238,2025-04-18,Android,Organic,North,1,
239,2024-10-09,Android,Social,South,1,
240,2024-03-15,Web,Organic,North,1,
241,2024-02-17,Android,Organic,West,1,
242,2025-02-02,Android,Paid,South,1,
243,2025-01-20,iOS,Paid,South,1,
244,2024-09-01,Android,Organic,South,1,
245,2024-08-14,Android,Organic,South,1,
246,2024-04-30,Android,Organic,East,1,
247,2024-05-03,Android,Organic,West,1,
248,2024-05-30,Android,Organic,South,0,
249,2024-06-19,Android,Social,South,1,
250,2024-12-11,iOS,Paid,East,1,
251,2024-04-15,iOS,Referral,North,1,Friend
252,2025-04-21,iOS,Organic,North,0,
253,2024-07-08,iOS,Organic,North,1,
254,2024-02-11,iOS,Organic,West,0,
255,2024-07-22,Android,Paid,North,0,
256,2024-10-22,iOS,Paid,South,1,
257,2024-05-20,iOS,Organic,East,1,
258,2025-05-21,iOS,Referral,East,0,PromoCode
259,2024-04-26,Android,Paid,North,1,
260,2025-02-15,Android,Organic,East,0,
261,2025-01-29,Android,Organic,South,0,
262,2025-05-02,iOS,Paid,North,0,
263,2024-07-04,Android,Referral,South,1,Influencer
264,2024-06-02,iOS,Organic,West,0,
265,2024-08-22,Android,Organic,South,0,
266,2025-02-17,Android,Paid,South,1,
267,2024-02-20,Android,Organic,South,1,
268,2025-06-22,Android,Referral,South,1,Friend
269,2025-01-06,Android,Referral,West,1,Friend
270,2024-11-23,Android,Organic,North,1,
271,2025-05-01,Web,Organic,South,0,
272,2025-01-14,Android,Referral,North,1,Influencer
273,2025-02-06,Android,Organic,East,1,
274,2024-03-01,iOS,Organic,South,0,
275,2025-06-26,iOS,Referral,South,0,Friend
276,2024-09-28,iOS,Organic,East,1,
277,2024-12-24,Android,Paid,North,0,
278,2024-05-24,iOS,Organic,West,1,
279,2024-11-18,iOS,Referral,South,1,PromoCode
280,2024-03-10,Android,Organic,East,0,
281,2024-12-22,Android,Social,East,0,
282,2024-10-26,Android,Referral,South,1,PromoCode
283,2024-09-24,Android,Organic,North,0,
284,2024-07-22,iOS,Paid,North,1,
285,2025-01-29,Android,Organic,South,1,
286,2024-05-07,Web,Paid,East,1,
287,2025-04-02,Android,Social,South,1,
288,2025-01-18,Android,Paid,West,0,
289,2024-05-10,Android,Organic,West,0,
290,2024-12-26,Android,Referral,North,1,Influencer
291,2024-09-01,iOS,Organic,West,1,
292,2024-09-08,iOS,Referral,East,0,Influencer
293,2024-05-12,Android,Referral,West,1,Friend
294,2024-08-14,Android,Organic,South,0,
295,2025-02-25,Android,Organic,East,1,
296,2024-04-02,iOS,Referral,North,1,Friend
297,2024-03-02,Android,Referral,North,0,Friend
298,2024-08-06,Android,Organic,West,0,
299,2025-06-27,iOS,Organic,North,0,
300,2025-05-16,Web,Paid,South,1,
301,2024-10-01,Android,Organic,East,1,
302,2024-07-20,Android,Organic,South,0,
303,2025-03-26,iOS,Organic,South,1,
304,2024-05-01,iOS,Organic,South,1,
305,2024-05-22,Android,Paid,South,1,
306,2025-04-18,Web,Social,East,0,
307,2024-12-11,iOS,Referral,East,0,Friend
308,2024-12-18,Android,Organic,South,1,
309,2025-03-23,Android,Paid,South,1,
310,2025-05-01,Android,Paid,North,1,
311,2024-09-29,iOS,Organic,North,1,
312,2024-04-18,Android,Social,East,1,
313,2024-03-08,iOS,Paid,North,0,
314,2024-10-15,iOS,Social,East,1,
315,2025-03-14,Android,Paid,East,1,
316,2025-02-18,iOS,Referral,West,0,PromoCode
317,2024-01-23,Web,Organic,East,0,
318,2025-04-22,Android,Paid,North,1,
319,2024-07-30,Android,Organic,West,1,
320,2025-05-19,Android,Social,North,0,
321,2024-05-02,iOS,Referral,East,0,Friend
322,2024-04-27,Web,Social,East,1,
323,2024-03-11,Android,Referral,South,1,Influencer
324,2024-11-01,iOS,Social,East,0,
325,2024-11-10,Android,Organic,West,1,
326,2024-05-11,Android,Paid,East,0,
327,2024-08-10,Android,Referral,South,0,Influencer
328,2025-02-08,Android,Referral,East,0,Friend
329,2024-08-26,Android,Referral,East,0,Influencer
330,2025-01-19,Android,Organic,East,0,
331,2024-07-03,Android,Organic,South,1,
332,2025-04-17,Web,Social,North,0,
333,2025-03-08,Android,Paid,East,0,
334,2024-05-25,Android,Organic,West,0,
335,2024-08-28,Android,Referral,South,1,Friend
336,2024-09-17,iOS,Social,West,1,
337,2025-05-20,Android,Organic,East,0,
338,2024-05-27,Android,Social,South,1,
339,2024-02-29,Web,Social,East,0,
340,2024-02-09,Android,Social,West,1,
341,2025-03-04,Android,Social,South,0,
342,2025-02-26,iOS,Paid,North,1,
343,2025-06-20,Android,Organic,North,1,
344,2024-11-16,Android,Organic,North,1,
345,2024-05-10,Android,Organic,East,0,
346,2024-11-09,Android,Paid,South,0,
347,2024-10-19,Android,Organic,West,1,
348,2025-05-01,Android,Organic,West,1,
349,2025-06-05,Android,Organic,East,0,
350,2025-04-05,Android,Organic,East,1,
351,2025-03-14,iOS,Social,West,1,
352,2025-05-16,Android,Organic,South,0,
353,2024-06-18,Android,Paid,East,0,
354,2025-01-02,iOS,Paid,South,1,
355,2024-05-21,iOS,Organic,West,0,
356,2024-08-07,Android,Social,South,1,
357,2024-02-14,Web,Paid,North,1,
358,2025-05-08,Android,Organic,West,0,
359,2024-07-21,Android,Organic,North,1,
360,2024-01-24,iOS,Organic,West,0,
361,2025-02-28,Android,Organic,North,0,
362,2025-02-08,Android,Organic,South,0,
363,2025-01-10,Android,Paid,West,1,
364,2025-01-28,Android,Social,West,1,
365,2024-06-19,Android,Referral,North,0,Friend
366,2024-10-15,Web,Organic,South,0,
367,2024-10-06,Android,Organic,West,1,
368,2024-10-09,iOS,Paid,East,0,
369,2024-07-25,Android,Organic,North,0,
370,2024-05-14,iOS,Organic,West,0,
371,2024-04-27,iOS,Social,South,1,
372,2025-05-14,iOS,Organic,South,0,
373,2024-11-13,Android,Social,South,1,
374,2024-09-01,Android,Organic,South,1,
375,2025-04-18,Android,Social,North,1,
376,2024-10-14,iOS,Referral,West,1,Friend
377,2024-01-06,iOS,Referral,North,1,PromoCode
378,2024-10-22,Android,Organic,North,1,
379,2024-11-04,Android,Social,South,1,
380,2025-01-17,Android,Social,East,1,
381,2024-04-16,iOS,Referral,South,1,Influencer
382,2024-12-13,Android,Paid,East,0,
383,2024-06-21,iOS,Referral,North,1,PromoCode
384,2024-09-14,Web,Organic,South,0,
385,2024-03-16,Android,Paid,South,0,
386,2024-05-23,Android,Social,North,1,
387,2024-03-11,Android,Organic,South,1,
388,2024-12-02,Android,Organic,West,1,
389,2025-04-09,Android,Paid,East,1,
390,2025-02-23,Android,Referral,East,1,Friend
391,2024-11-02,iOS,Organic,East,1,
392,2024-07-12,Android,Organic,South,1,
393,2025-05-05,Android,Organic,West,1,
394,2024-01-29,Web,Referral,South,1,Friend
395,2024-02-06,iOS,Organic,East,1,
396,2024-01-12,Android,Referral,South,1,Influencer
397,2024-02-18,Android,Organic,East,0,
398,2024-01-08,Android,Referral,North,0,Friend
399,2024-01-08,iOS,Social,East,0,
400,2024-08-21,iOS,Organic,North,1,
401,2024-01-02,iOS,Organic,North,1,
402,2024-09-20,Android,Social,North,0,
403,2025-06-21,iOS,Organic,East,0,
404,2024-02-21,Android,Organic,West,0,
405,2024-01-13,Android,Social,East,1,
406,2024-10-30,Android,Social,South,0,
407,2025-01-12,Android,Paid,South,0,
408,2025-05-17,Android,Organic,West,1,
409,2024-11-13,iOS,Organic,West,0,
410,2024-02-10,Web,Organic,West,1,
411,2024-10-16,Android,Referral,North,1,Friend
412,2024-04-12,Android,Referral,West,1,Influencer
413,2024-11-24,Android,Social,West,0,
414,2024-08-05,Android,Organic,West,1,
415,2024-10-21,Android,Paid,East,1,
416,2024-07-24,Web,Organic,South,0,
417,2024-12-25,Android,Organic,South,0,
418,2024-08-26,Android,Referral,West,0,Friend
419,2024-12-08,Android,Organic,South,1,
420,2024-01-06,iOS,Referral,East,1,Friend
421,2024-09-10,iOS,Referral,South,0,PromoCode
422,2025-04-11,Web,Social,North,0,
423,2024-12-30,iOS,Referral,East,1,Friend
424,2025-01-20,Android,Social,South,1,
425,2024-12-19,Android,Paid,South,1,
426,2024-02-09,iOS,Organic,East,1,
427,2024-02-03,Android,Paid,South,1,
428,2025-06-03,Android,Paid,South,1,
429,2025-05-03,Android,Referral,West,1,PromoCode
430,2025-02-11,Android,Referral,North,0,Influencer
431,2024-09-15,Android,Organic,East,1,
432,2024-03-14,Android,Organic,West,0,
433,2025-04-25,iOS,Organic,South,0,
434,2024-01-17,Android,Referral,East,1,Friend
435,2024-02-12,Android,Referral,East,1,Friend
436,2025-04-28,Android,Referral,North,1,PromoCode
437,2025-04-18,Android,Organic,North,1,
438,2024-05-16,Android,Organic,East,1,
439,2025-01-25,Android,Referral,North,0,Friend
440,2024-11-16,Android,Referral,North,1,Influencer
441,2025-02-25,Android,Paid,South,0,
442,2024-02-19,Android,Referral,North,0,PromoCode
443,2024-05-14,Android,Organic,North,0,
444,2024-03-11,Android,Referral,West,1,PromoCode
445,2025-03-21,Android,Social,South,0,
446,2024-01-10,Android,Referral,South,1,Influencer
447,2024-08-29,iOS,Paid,East,0,
448,2024-01-13,Android,Paid,North,0,
449,2024-09-26,Android,Referral,West,1,Friend
450,2024-04-26,Android,Referral,West,1,Friend
451,2024-01-07,iOS,Paid,South,0,
452,2025-06-30,iOS,Referral,North,1,Influencer
453,2024-07-15,iOS,Organic,West,1,
454,2024-03-27,iOS,Social,East,1,
455,2024-02-23,Android,Referral,North,1,PromoCode
456,2024-06-24,iOS,Organic,North,0,
457,2024-02-12,Android,Paid,North,1,
458,2025-01-06,Android,Organic,West,0,
459,2024-04-26,Android,Organic,South,1,
460,2024-02-11,Android,Organic,South,1,
461,2024-06-24,Web,Referral,East,1,Friend
462,2024-04-29,Android,Social,West,0,
463,2025-01-25,iOS,Paid,North,1,
464,2025-06-20,Android,Paid,East,1,
465,2024-11-28,Android,Paid,East,1,
466,2024-01-21,Android,Organic,South,1,
467,2025-04-16,Android,Organic,North,0,
468,2025-06-18,iOS,Referral,North,1,PromoCode
469,2024-01-27,Android,Social,West,1,
470,2024-06-20,Android,Paid,West,0,
471,2024-09-26,iOS,Referral,West,1,PromoCode
472,2024-03-17,Android,Social,East,1,
473,2024-07-22,Web,Organic,North,1,
474,2024-12-25,Android,Referral,South,0,Influencer
475,2025-05-13,Android,Referral,East,1,PromoCode
476,2024-08-22,Android,Paid,East,0,
477,2024-05-06,Android,Organic,South,1,
478,2024-03-06,Android,Referral,South,0,Friend
479,2025-03-30,iOS,Referral,West,0,Influencer
480,2025-01-26,iOS,Organic,South,0,
481,2024-02-28,iOS,Paid,South,0,
482,2024-11-17,Android,Organic,South,1,
483,2025-05-16,Android,Social,South,1,
484,2025-06-25,Android,Paid,West,1,
485,2024-02-12,Android,Social,East,1,
486,2024-06-04,iOS,Organic,North,1,
487,2024-02-21,Android,Organic,North,1,
488,2025-02-08,Android,Organic,East,1,
489,2024-05-01,Android,Organic,North,0,
490,2024-11-28,Web,Organic,North,1,
491,2024-11-17,Android,Paid,East,1,
492,2025-02-05,Android,Organic,North,1,
493,2024-11-13,Android,Paid,North,1,
494,2024-03-30,Android,Organic,East,0,
495,2024-12-01,Android,Paid,North,1,
496,2025-06-25,Android,Referral,South,1,Influencer
497,2025-01-23,iOS,Referral,East,0,Friend
498,2025-01-15,Android,Social,West,0,
499,2024-05-15,iOS,Organic,North,1,
500,2024-07-21,Web,Paid,West,0,
501,2024-09-20,iOS,Paid,North,0,
502,2025-06-24,Android,Paid,South,1,
503,2024-05-12,Android,Referral,East,0,PromoCode
504,2024-06-23,iOS,Paid,West,1,
505,2024-09-11,iOS,Paid,East,1,
506,2025-02-08,Android,Paid,West,1,
507,2024-07-16,iOS,Social,North,0,
508,2024-02-16,Android,Social,South,1,
509,2025-07-05,Android,Organic,West,0,
510,2025-01-29,Android,Organic,West,0,
511,2025-02-04,Android,Social,South,1,
512,2025-06-23,Android,Social,South,1,
513,2024-06-25,iOS,Organic,South,1,
514,2025-02-16,Android,Organic,South,0,
515,2025-02-18,Android,Social,South,1,
516,2024-12-07,Android,Referral,East,0,Influencer
517,2024-12-15,Android,Organic,North,1,
518,2024-04-22,Android,Paid,North,0,
519,2024-05-09,iOS,Social,West,1,
520,2025-01-18,iOS,Social,South,0,
521,2024-02-04,iOS,Referral,East,0,PromoCode
522,2025-03-17,iOS,Referral,East,1,Influencer
523,2025-02-23,Android,Organic,West,0,
524,2025-03-07,Android,Social,South,1,
525,2024-11-17,Android,Organic,North,1,
526,2025-05-31,Android,Social,South,0,
527,2024-02-25,Web,Organic,East,0,
528,2025-04-29,Android,Social,South,1,
529,2025-01-15,Android,Organic,North,1,
530,2024-04-07,iOS,Paid,North,1,
531,2025-06-15,Web,Organic,West,0,
532,2024-01-31,iOS,Referral,East,0,PromoCode
533,2025-03-12,Android,Social,South,0,
534,2024-09-24,Android,Referral,South,0,Friend
535,2025-04-04,Android,Paid,West,1,
536,2024-08-16,Android,Organic,West,0,
537,2024-07-14,Android,Social,West,1,
538,2024-05-02,Android,Referral,East,0,PromoCode
539,2025-01-29,Web,Referral,South,1,Influencer
540,2024-02-04,Android,Referral,West,0,Friend
541,2024-11-24,iOS,Referral,East,0,Influencer
542,2024-02-09,iOS,Paid,South,1,
543,2024-02-24,Android,Referral,North,0,PromoCode
544,2024-10-03,iOS,Referral,West,1,Friend
545,2024-03-20,Android,Social,East,1,
546,2024-01-31,Android,Social,South,1,
547,2024-10-26,iOS,Organic,South,1,
548,2025-05-10,Android,Organic,West,1,
549,2024-10-31,Web,Organic,West,1,
550,2024-11-12,Android,Organic,South,1,
551,2024-05-13,Android,Referral,East,1,PromoCode
552,2024-01-01,Android,Social,North,1,
553,2025-06-20,Android,Organic,South,1,
554,2024-04-30,Android,Paid,East,0,
555,2025-01-19,iOS,Social,West,1,
556,2025-03-17,iOS,Social,South,1,
557,2024-07-28,iOS,Paid,West,0,
558,2024-12-19,Android,Referral,North,0,Friend
559,2025-01-31,iOS,Paid,West,0,
560,2024-02-13,iOS,Organic,North,0,
561,2024-10-02,iOS,Organic,West,0,
562,2024-08-13,Android,Organic,West,1,
563,2024-07-10,iOS,Organic,North,0,
564,2025-04-10,iOS,Social,West,1,
565,2024-05-15,Android,Referral,East,0,Friend
566,2024-06-01,iOS,Paid,West,0,
567,2024-09-18,Android,Paid,South,1,
568,2025-01-10,Android,Organic,West,1,
569,2024-02-07,Android,Referral,East,1,Friend
570,2024-08-31,Android,Social,South,1,
571,2024-11-05,Android,Organic,East,1,
572,2024-11-24,iOS,Organic,South,0,
573,2025-06-22,Android,Referral,West,0,PromoCode
574,2024-09-26,iOS,Paid,East,0,
575,2024-06-17,iOS,Paid,West,1,
576,2024-12-04,Android,Referral,South,1,Friend
577,2024-07-01,iOS,Paid,East,1,
578,2024-08-31,Web,Organic,North,0,
579,2025-06-27,iOS,Organic,East,1,
580,2025-03-06,iOS,Paid,West,0,
581,2024-12-05,Web,Social,North,0,
582,2024-09-13,iOS,Social,North,0,
583,2025-06-28,Android,Social,South,1,
584,2025-03-08,iOS,Referral,North,0,Influencer
585,2024-01-27,iOS,Paid,North,1,
586,2024-12-05,Android,Referral,South,1,Friend
587,2024-02-01,Android,Social,East,0,
588,2025-04-22,iOS,Organic,West,1,
589,2024-04-28,Android,Paid,East,0,
590,2025-03-08,Web,Referral,North,0,PromoCode
591,2025-05-28,Android,Referral,West,0,Friend
592,2024-01-03,Android,Organic,East,1,
593,2025-02-19,Android,Paid,West,1,
594,2024-07-22,Android,Referral,North,1,Influencer
595,2025-03-26,iOS,Paid,East,0,
596,2025-05-14,Web,Referral,West,1,PromoCode
597,2024-09-30,iOS,Organic,West,1,
598,2025-06-15,Android,Social,East,1,
599,2024-05-11,Android,Paid,East,1,
600,2025-03-23,iOS,Paid,North,0,
601,2024-07-19,Web,Organic,South,1,
602,2024-05-12,Android,Organic,West,1,
603,2024-12-22,Android,Referral,East,1,PromoCode
604,2024-05-14,Android,Paid,East,1,
605,2025-01-17,iOS,Paid,East,0,
606,2024-04-27,iOS,Organic,West,0,
607,2024-01-27,Android,Social,North,0,
608,2025-03-15,Android,Referral,South,1,Influencer
609,2025-03-15,iOS,Organic,West,1,
610,2025-01-07,Android,Referral,North,1,Friend
611,2025-01-01,Android,Social,West,1,
612,2025-05-29,Android,Referral,West,1,Influencer
613,2024-10-24,Android,Organic,East,1,
614,2024-07-28,Android,Referral,North,0,Influencer
615,2024-07-09,iOS,Organic,East,1,
616,2025-05-25,iOS,Organic,East,1,
617,2024-10-26,iOS,Organic,North,1,
618,2025-04-10,iOS,Paid,East,0,
619,2024-03-04,Android,Organic,East,1,
620,2024-06-03,iOS,Social,South,1,
621,2024-10-24,Android,Organic,North,1,
622,2024-06-09,iOS,Organic,North,1,
623,2024-11-29,Web,Paid,East,1,
624,2024-04-22,Android,Organic,East,1,
625,2024-06-07,Android,Paid,North,0,
626,2024-07-06,Android,Organic,North,1,
627,2024-09-23,Android,Organic,West,1,
628,2024-01-15,Android,Organic,North,1,
629,2024-04-24,iOS,Paid,West,1,
630,2025-04-29,Web,Organic,East,1,
631,2024-03-12,Android,Referral,South,1,PromoCode
632,2024-03-21,Android,Referral,South,1,Friend
633,2024-06-16,Android,Referral,West,1,PromoCode
