transaction_id,user_id,transaction_date,amount,category,payment_method,status
46,20,2025-06-06,1191.63,investment,UPI,success
47,20,2025-07-06,6066.56,recharge,Card,success
48,20,2025-06-03,3707.67,investment,NetBanking,success
49,20,2025-05-25,581.1,bill_pay,Card,success
50,20,2025-05-21,159.04,recharge,UPI,success
51,20,2025-05-10,462.38,recharge,UPI,success
52,20,2025-06-22,4910.85,recharge,UPI,success
53,20,2025-06-28,1374.75,investment,Wallet,success
54,20,2025-05-12,509.36,investment,UPI,success
55,20,2025-06-14,965.44,recharge,UPI,success
56,20,2025-05-16,3465.47,bill_pay,UPI,success
57,20,2025-06-09,570.95,shopping,UPI,success
58,20,2025-05-13,668.64,shopping,UPI,success
59,20,2025-05-22,1166.69,shopping,Card,failed
60,20,2025-05-12,409.63,recharge,UPI,success
61,23,2025-06-14,3175.63,recharge,UPI,success
62,23,2025-03-22,738.35,bill_pay,Card,success
63,23,2025-03-11,4196.59,bill_pay,UPI,success
64,23,2025-06-13,422.11,recharge,UPI,success
65,23,2025-05-29,768.28,shopping,Card,success
66,23,2025-01-30,2166.91,shopping,NetBanking,success
67,23,2025-03-07,1832.53,shopping,UPI,success
68,23,2025-06-30,905.22,recharge,Card,success
69,23,2025-01-31,323.51,shopping,UPI,success
70,23,2025-01-26,1663.25,bill_pay,Card,success
71,28,2025-03-03,1212.0,recharge,Card,failed
72,28,2025-01-15,122.96,bill_pay,UPI,success
73,28,2025-06-05,5835.4,investment,UPI,success
74,28,2025-03-15,214.64,recharge,Card,failed
75,28,2025-06-18,211.64,bill_pay,UPI,success
76,28,2025-03-20,1732.49,recharge,Card,success
77,28,2025-02-24,2726.0,recharge,UPI,success
78,28,2025-03-11,102.61,investment,UPI,success
79,28,2025-06-02,419.96,shopping,UPI,success
80,31,2025-06-24,672.63,recharge,UPI,success
81,33,2025-07-02,114.94,bill_pay,UPI,success
82,33,2025-06-27,363.16,bill_pay,UPI,success
83,33,2025-07-01,113.93,recharge,UPI,success
84,33,2025-07-02,695.29,bill_pay,Card,success
85,33,2025-07-04,852.07,investment,Card,success
86,33,2025-06-27,111.2,bill_pay,NetBanking,success
87,33,2025-06-28,231.03,recharge,UPI,failed
88,33,2025-07-06,6210.9,bill_pay,UPI,success
89,33,2025-06-28,204.81,recharge,UPI,success
90,33,2025-07-01,576.15,shopping,UPI,success
91,33,2025-06-26,869.85,recharge,Wallet,success
92,33,2025-06-26,814.79,shopping,UPI,success
93,33,2025-06-26,1545.69,bill_pay,UPI,success
94,34,2025-06-10,2468.18,recharge,UPI,success
95,34,2025-03-26,682.31,recharge,UPI,success
96,34,2025-05-14,5811.58,bill_pay,Card,success
97,34,2024-09-18,3235.8,bill_pay,NetBanking,success
98,34,2024-09-29,4042.96,recharge,UPI,success
99,34,2025-05-30,4864.69,recharge,UPI,success
100,34,2025-02-28,1552.2,recharge,Card,success
101,34,2024-12-03,1115.68,shopping,UPI,success
102,34,2025-05-09,2840.33,shopping,Card,success
103,34,2025-02-14,3121.71,investment,UPI,success
104,34,2025-04-09,511.32,investment,Wallet,success
105,34,2024-12-12,1293.73,recharge,Card,failed
106,34,2025-03-06,973.16,recharge,UPI,success
107,34,2024-11-07,3346.27,recharge,Card,success
108,34,2024-09-21,1590.9,recharge,Card,success
109,34,2025-02-08,2034.38,bill_pay,NetBanking,success
110,34,2025-05-09,1855.55,recharge,Card,success
111,35,2025-05-08,2102.75,bill_pay,UPI,success
112,35,2025-01-08,784.42,investment,UPI,success
113,35,2025-05-26,247.71,shopping,NetBanking,failed
114,35,2024-12-16,962.33,shopping,UPI,success
115,35,2025-03-21,188.64,recharge,UPI,failed
116,35,2025-03-18,5379.46,bill_pay,Card,success
117,35,2025-03-30,267.31,recharge,Card,success
118,35,2025-05-18,3401.88,recharge,UPI,failed
119,35,2025-07-04,323.82,shopping,Card,success
120,35,2025-05-02,2726.63,shopping,UPI,success
121,35,2025-01-19,210.33,recharge,UPI,success
122,35,2025-02-12,597.23,bill_pay,UPI,success
123,35,2025-01-02,618.08,shopping,UPI,success
124,35,2025-04-06,936.94,recharge,UPI,success
125,35,2025-02-11,2079.27,recharge,Card,success
126,35,2025-01-14,1432.09,recharge,Card,success
127,35,2025-05-20,3422.66,shopping,UPI,success
128,36,2024-08-07,1560.06,shopping,UPI,success
129,36,2024-09-22,2499.87,investment,UPI,success
130,36,2025-04-21,762.48,investment,UPI,success
131,36,2024-08-16,1018.83,recharge,UPI,success
132,36,2024-11-24,186.03,shopping,UPI,success
133,36,2025-05-11,310.51,recharge,Card,success
134,36,2025-02-05,620.18,shopping,UPI,success
135,36,2025-06-18,2176.68,investment,UPI,success
136,36,2025-02-28,376.39,recharge,UPI,success
137,43,2025-03-14,2316.14,shopping,UPI,success
138,43,2024-09-13,842.51,shopping,UPI,success
139,43,2025-01-24,739.54,recharge,Card,success
140,43,2025-04-07,5636.5,recharge,UPI,success
141,43,2024-10-20,187.69,shopping,UPI,success
142,43,2025-06-05,1345.3,shopping,Card,success
143,43,2025-03-24,551.19,shopping,Card,success
144,43,2025-01-08,110.2,shopping,UPI,success
145,43,2025-02-10,201.54,shopping,NetBanking,success
146,45,2025-07-04,510.77,recharge,UPI,success
147,45,2025-06-15,720.24,shopping,UPI,success
148,45,2025-07-01,1250.43,investment,Card,success
149,45,2025-06-09,171.09,recharge,Card,success
150,45,2025-06-27,239.65,recharge,Wallet,success
151,45,2025-07-03,884.82,bill_pay,UPI,success
152,45,2025-06-17,862.32,shopping,Card,success
153,45,2025-06-18,2501.87,bill_pay,Card,success
154,45,2025-06-24,1789.01,investment,Card,success
155,45,2025-06-04,2075.53,investment,UPI,success
156,45,2025-06-06,1353.31,investment,UPI,success
157,45,2025-06-03,243.32,recharge,Card,success
158,45,2025-06-24,3491.47,recharge,UPI,success
159,48,2025-01-01,2622.19,bill_pay,UPI,success
160,48,2025-06-13,1074.92,investment,UPI,success
161,48,2024-11-27,5280.6,bill_pay,Card,failed
162,48,2025-02-08,938.79,recharge,UPI,success
163,48,2025-03-24,2821.23,shopping,UPI,success
164,48,2025-03-25,2145.92,bill_pay,Card,success
165,50,2025-05-30,1347.16,investment,Wallet,success
166,50,2025-05-09,318.01,recharge,Card,success
167,50,2024-07-01,1010.39,recharge,Card,success
168,50,2024-11-22,526.13,shopping,Card,success
169,50,2025-06-21,2771.8,recharge,Card,success
170,50,2025-03-25,1376.34,shopping,UPI,success
171,50,2025-05-28,5167.52,shopping,UPI,success
172,50,2025-02-20,1461.93,bill_pay,UPI,success
173,50,2024-10-03,1493.85,bill_pay,UPI,success
174,50,2025-02-06,487.89,recharge,NetBanking,success
175,50,2025-01-23,484.35,recharge,Card,success
176,50,2024-06-28,4450.46,bill_pay,NetBanking,success
177,50,2024-07-06,1546.28,investment,UPI,success
178,50,2024-06-23,697.75,bill_pay,UPI,success
179,52,2025-06-26,1966.53,shopping,UPI,success
180,52,2025-07-04,763.04,recharge,Card,success
181,52,2025-07-03,1036.23,recharge,NetBanking,failed
182,54,2025-06-24,1073.04,recharge,UPI,success
183,54,2025-05-31,237.52,bill_pay,Card,success
184,54,2024-09-17,2685.96,investment,UPI,success
185,54,2024-10-17,838.53,recharge,UPI,success
186,54,2025-02-19,1192.05,recharge,UPI,success
187,54,2024-11-16,632.39,shopping,UPI,success
188,54,2024-12-17,4020.31,recharge,Card,success
189,54,2024-08-07,4269.37,bill_pay,UPI,success
190,54,2024-09-11,104.52,recharge,Card,success
191,54,2025-05-02,4463.99,investment,UPI,success
192,54,2024-09-11,1306.8,recharge,UPI,success
193,54,2025-03-09,173.87,recharge,UPI,failed
194,61,2024-11-25,439.2,bill_pay,UPI,failed
195,61,2025-02-15,497.33,recharge,Card,success
196,61,2024-11-21,455.95,recharge,NetBanking,success
197,61,2025-03-29,4617.43,bill_pay,Card,success
198,61,2025-02-12,1062.25,recharge,UPI,success
199,61,2025-04-12,837.31,recharge,UPI,success
200,61,2025-03-18,640.03,recharge,UPI,success
201,61,2025-06-04,548.02,recharge,UPI,success
202,61,2025-03-06,569.98,recharge,NetBanking,failed
203,61,2025-01-23,3467.55,bill_pay,UPI,success
204,61,2024-11-15,407.83,recharge,UPI,failed
205,61,2025-05-13,5924.09,bill_pay,NetBanking,success
206,61,2025-03-04,3922.13,recharge,UPI,success
207,61,2025-05-08,1395.24,recharge,NetBanking,success
208,61,2024-10-23,299.88,recharge,UPI,success
209,63,2025-01-25,3713.94,recharge,NetBanking,success
210,63,2025-01-29,280.62,shopping,Card,success
211,63,2024-10-08,1812.6,recharge,UPI,success
212,63,2025-01-27,1624.31,recharge,Card,success
213,63,2024-11-11,524.26,recharge,Card,success
214,63,2025-01-17,2849.19,bill_pay,NetBanking,success
215,63,2025-04-01,1140.08,recharge,UPI,success
216,63,2024-09-28,1221.02,bill_pay,Card,success
217,63,2024-11-02,2079.47,investment,UPI,success
218,63,2024-11-30,794.05,shopping,NetBanking,success
219,63,2025-06-30,4129.06,shopping,UPI,success
220,63,2024-09-22,2320.47,investment,UPI,success
221,63,2024-08-10,142.61,recharge,Card,success
222,63,2025-06-02,2182.96,investment,NetBanking,success
223,63,2024-12-08,1155.71,recharge,Card,success
224,63,2024-08-24,439.01,recharge,UPI,failed
225,63,2025-06-25,1216.7,recharge,Card,success
226,63,2024-10-15,2823.83,shopping,UPI,success
227,65,2025-01-01,134.18,investment,UPI,success
228,65,2025-04-08,1535.06,shopping,Card,success
229,65,2025-05-10,1959.55,shopping,UPI,failed
230,65,2025-02-24,713.87,shopping,NetBanking,success
231,65,2025-02-12,1826.89,shopping,UPI,success
232,65,2025-03-11,3695.1,bill_pay,UPI,success
233,65,2025-03-12,492.64,shopping,UPI,success
234,65,2024-09-30,612.06,recharge,Wallet,success
235,65,2024-10-24,1242.98,shopping,UPI,success
236,65,2025-01-24,2703.0,bill_pay,Card,success
237,65,2025-05-31,250.25,bill_pay,UPI,success
238,65,2025-01-24,1594.69,shopping,UPI,success
239,65,2025-06-06,2885.47,shopping,UPI,success
240,65,2025-04-21,284.49,investment,NetBanking,success
241,65,2025-03-05,613.45,recharge,UPI,success
242,65,2025-03-19,300.21,recharge,Card,success
243,65,2024-11-04,233.32,recharge,Card,success
244,65,2025-04-24,3380.17,recharge,Card,failed
245,67,2024-06-17,292.17,bill_pay,Card,success
246,67,2025-04-20,870.83,bill_pay,NetBanking,success
247,70,2025-04-19,1771.88,investment,NetBanking,success
248,70,2025-03-01,582.59,bill_pay,UPI,success
249,70,2025-01-12,158.51,bill_pay,UPI,success
250,70,2025-05-17,708.23,shopping,Card,success
251,71,2024-11-04,151.1,recharge,NetBanking,success
252,71,2025-04-02,1153.06,recharge,UPI,success
253,71,2025-05-28,3022.58,recharge,Card,success
254,71,2025-06-30,2482.09,recharge,UPI,failed
255,71,2025-06-05,3509.78,investment,UPI,success
256,71,2025-06-09,522.07,recharge,UPI,success
257,72,2024-11-25,958.37,shopping,UPI,success
258,72,2024-10-20,121.16,bill_pay,Wallet,success
259,72,2024-08-30,611.98,recharge,Card,failed
260,72,2024-09-12,1225.11,investment,UPI,success
261,72,2025-02-19,271.61,recharge,UPI,success
262,74,2025-03-18,2301.17,recharge,Card,failed
263,74,2025-06-16,1448.35,bill_pay,Card,success
264,74,2025-05-15,277.4,shopping,Wallet,success
265,74,2025-04-06,1631.43,shopping,UPI,success
266,75,2025-06-02,123.4,shopping,UPI,success
267,75,2025-06-02,1100.48,recharge,Wallet,success
268,75,2025-06-07,846.82,investment,UPI,success
269,75,2025-07-03,337.07,recharge,Card,failed
270,75,2025-06-17,2012.93,shopping,Card,success
271,75,2025-06-06,7139.07,investment,Card,failed
272,75,2025-06-21,1643.58,shopping,UPI,success
273,75,2025-06-09,895.71,shopping,UPI,success
274,75,2025-06-14,133.93,shopping,Card,failed
275,75,2025-06-09,966.03,shopping,Card,success
276,75,2025-06-21,5759.7,recharge,UPI,success
277,75,2025-06-22,765.82,shopping,UPI,success
278,75,2025-06-15,811.31,shopping,UPI,success
279,75,2025-06-13,415.62,recharge,Card,success
280,78,2025-05-05,1386.23,bill_pay,Card,success
281,78,2024-10-01,3486.15,investment,Wallet,success
282,78,2024-09-28,2136.64,bill_pay,UPI,success
283,78,2025-07-03,5278.63,recharge,Card,success
284,78,2025-02-08,142.01,investment,Card,success
285,78,2025-06-17,2870.02,shopping,UPI,success
286,78,2024-11-08,808.29,investment,UPI,success
287,78,2025-04-19,2651.44,shopping,Wallet,success
288,78,2024-10-09,1742.68,bill_pay,UPI,success
289,78,2025-05-15,1935.15,bill_pay,UPI,success
290,78,2025-01-29,1679.74,bill_pay,Card,success
291,78,2024-10-25,343.71,investment,NetBanking,success
292,78,2025-06-12,3920.88,recharge,UPI,success
293,78,2025-02-06,3173.69,recharge,UPI,success
294,78,2024-09-29,778.0,bill_pay,Card,failed
295,78,2025-04-10,2844.86,shopping,UPI,success
296,78,2025-02-06,330.83,bill_pay,UPI,success
297,78,2025-04-30,3397.65,recharge,UPI,success
298,78,2025-01-12,777.27,bill_pay,Wallet,success
299,84,2025-03-27,578.17,recharge,UPI,success
300,84,2025-06-11,1330.44,recharge,UPI,success
301,84,2025-03-27,127.96,bill_pay,UPI,success
302,84,2025-06-10,3893.04,bill_pay,UPI,failed
303,84,2025-06-18,734.38,bill_pay,Wallet,success
304,84,2025-03-11,1321.75,recharge,UPI,success
305,84,2025-06-05,837.47,recharge,UPI,success
306,84,2025-03-18,2110.37,shopping,UPI,success
307,84,2025-04-02,3900.01,investment,Card,success
308,84,2025-04-28,935.01,recharge,UPI,success
309,84,2025-06-11,355.55,shopping,UPI,success
310,84,2025-03-30,947.59,bill_pay,Card,success
311,85,2025-06-26,3587.0,recharge,Card,success
312,85,2025-06-19,1616.71,investment,Card,success
313,85,2025-06-13,1779.39,recharge,Card,success
314,85,2025-06-11,374.63,bill_pay,NetBanking,success
315,85,2025-06-14,2089.04,investment,NetBanking,failed
316,85,2025-06-23,887.55,recharge,UPI,success
317,85,2025-06-13,1025.17,investment,Card,success
318,91,2024-08-20,294.34,recharge,UPI,success
319,91,2025-04-12,290.4,recharge,UPI,failed
320,93,2024-11-11,3625.2,investment,Wallet,success
321,93,2024-09-02,492.4,bill_pay,UPI,failed
322,93,2025-06-03,3333.15,bill_pay,Wallet,success
323,93,2025-05-06,517.66,recharge,Card,success
324,93,2024-12-20,525.84,shopping,UPI,success
325,93,2025-05-29,2319.83,recharge,UPI,success
326,93,2025-04-04,286.37,recharge,UPI,success
327,93,2025-02-17,1020.39,recharge,Card,success
328,96,2025-06-26,140.76,recharge,Card,success
329,96,2024-09-04,552.3,shopping,UPI,success
330,96,2025-04-03,1048.44,shopping,UPI,success
331,96,2025-05-23,757.41,bill_pay,UPI,success
332,96,2025-06-18,4502.77,recharge,UPI,success
333,96,2024-11-19,1637.99,bill_pay,UPI,success
334,96,2025-04-17,624.35,recharge,UPI,success
335,96,2024-08-13,671.99,shopping,UPI,success
336,96,2025-01-23,468.54,recharge,Card,success
337,96,2025-02-15,397.78,bill_pay,Card,success
338,96,2025-01-17,3417.42,recharge,UPI,success
339,96,2024-11-25,1307.4,shopping,UPI,success
340,96,2024-07-10,1431.0,shopping,UPI,failed
341,96,2025-02-04,1657.5,recharge,Wallet,success
342,96,2024-09-21,1349.02,shopping,UPI,success
343,96,2025-05-03,694.36,bill_pay,Card,success
344,96,2025-01-22,913.49,shopping,UPI,success
345,96,2024-12-30,1991.58,recharge,NetBanking,failed
346,97,2025-04-04,1063.12,shopping,Card,success
347,97,2025-04-28,125.6,recharge,UPI,success
348,97,2025-03-26,8120.13,recharge,UPI,failed
349,97,2025-05-24,1635.57,shopping,UPI,success
350,99,2025-06-14,1935.98,recharge,UPI,success
351,99,2025-06-25,2376.24,shopping,Card,success
352,99,2025-05-01,454.77,recharge,Card,success
353,99,2025-04-08,1930.33,recharge,UPI,failed
354,99,2025-06-01,747.24,investment,UPI,success
355,99,2025-05-18,3118.2,recharge,Wallet,success
356,99,2025-04-25,919.67,shopping,UPI,success
357,99,2025-06-23,1492.94,investment,Card,success
358,99,2025-06-11,2406.03,investment,NetBanking,success
359,99,2025-04-11,3153.24,shopping,UPI,success
360,99,2025-06-17,1098.51,shopping,UPI,success
361,99,2025-04-04,682.24,bill_pay,Card,success
362,102,2025-06-21,1856.98,bill_pay,NetBanking,success
363,102,2025-06-05,859.16,recharge,UPI,success
364,102,2025-06-23,972.98,shopping,UPI,success
365,102,2025-06-25,711.55,bill_pay,UPI,success
366,102,2025-06-12,152.6,bill_pay,UPI,failed
367,102,2025-06-27,1225.97,investment,UPI,failed
368,102,2025-06-17,1434.17,recharge,UPI,success
369,102,2025-06-09,595.71,shopping,UPI,success
370,104,2025-06-30,294.84,investment,UPI,success
371,104,2025-06-02,1111.83,recharge,Card,success
372,105,2025-01-22,532.91,bill_pay,UPI,success
373,105,2024-12-07,857.58,recharge,Card,success
374,105,2024-08-16,140.33,bill_pay,UPI,success
375,105,2024-09-01,143.63,recharge,Card,success
376,105,2025-02-06,4419.33,shopping,UPI,success
377,105,2025-03-12,672.73,investment,UPI,success
378,105,2025-05-19,458.96,investment,UPI,success
379,108,2025-04-28,683.49,shopping,Card,success
380,108,2024-11-20,505.5,shopping,UPI,success
381,108,2025-01-26,2229.96,bill_pay,UPI,success
382,108,2024-08-22,1326.0,shopping,NetBanking,success
383,108,2024-05-17,892.89,recharge,UPI,success
384,108,2025-05-11,1658.53,investment,Card,success
385,110,2025-06-26,1682.31,bill_pay,UPI,success
386,110,2025-05-07,2381.37,recharge,Wallet,success
387,110,2025-05-30,524.79,investment,UPI,success
388,110,2025-04-27,1322.62,bill_pay,UPI,success
389,110,2025-07-02,2791.2,bill_pay,NetBanking,success
390,110,2025-06-23,482.04,investment,Card,success
391,110,2025-05-01,678.82,shopping,Card,success
392,110,2025-06-04,385.86,bill_pay,UPI,success
393,110,2025-05-17,117.35,shopping,UPI,success
394,110,2025-05-15,3449.02,recharge,UPI,success
395,110,2025-06-28,1125.82,shopping,UPI,success
396,110,2025-07-06,4912.29,recharge,Wallet,success
397,110,2025-06-12,561.88,bill_pay,Card,success
398,110,2025-06-25,571.81,shopping,NetBanking,success
399,110,2025-06-08,2148.53,recharge,UPI,success
400,110,2025-05-21,152.71,recharge,NetBanking,success
401,110,2025-05-02,1448.78,shopping,UPI,success
402,110,2025-05-31,6638.19,bill_pay,UPI,success
403,115,2025-06-18,874.75,bill_pay,Card,success
404,115,2025-06-05,2765.49,investment,NetBanking,success
405,115,2025-06-25,545.21,shopping,Card,success
406,115,2025-06-04,259.63,recharge,UPI,success
407,115,2025-05-26,3521.14,bill_pay,UPI,failed
408,126,2025-01-05,639.56,shopping,Card,success
409,131,2024-09-11,1387.47,investment,Card,success
410,131,2025-03-26,522.12,investment,UPI,success
411,131,2024-08-18,312.86,investment,UPI,success
412,131,2025-05-09,322.73,bill_pay,Card,failed
413,131,2025-03-03,20040.49,recharge,UPI,success
414,131,2024-05-28,1570.42,investment,UPI,success
415,131,2024-08-24,2641.88,bill_pay,Card,failed
416,135,2025-03-01,750.52,shopping,UPI,success
417,135,2024-11-04,712.75,bill_pay,UPI,success
418,135,2025-06-29,597.21,investment,UPI,success
419,135,2024-08-14,3768.59,shopping,Card,success
420,135,2024-09-09,2656.33,investment,UPI,success
421,135,2024-12-09,1552.54,bill_pay,UPI,success
422,135,2024-06-30,1209.78,recharge,Wallet,success
423,135,2024-08-14,349.95,shopping,Card,success
424,135,2024-05-03,733.3,recharge,UPI,success
425,135,2024-11-04,447.46,bill_pay,UPI,success
426,135,2025-06-05,1938.52,recharge,UPI,success
427,135,2024-09-25,2328.27,recharge,Card,success
428,135,2024-10-09,428.48,bill_pay,UPI,success
429,135,2024-04-22,142.09,bill_pay,Card,success
430,135,2025-01-15,800.03,recharge,UPI,success
431,135,2024-10-05,1238.09,bill_pay,UPI,success
432,135,2024-06-25,704.95,recharge,UPI,success
433,136,2024-10-24,1179.01,recharge,UPI,success
434,136,2024-12-26,354.14,investment,UPI,success
435,136,2024-07-30,1538.52,bill_pay,UPI,success
436,136,2025-04-30,1217.53,shopping,Card,success
437,136,2024-05-11,2750.74,recharge,UPI,success
438,136,2024-04-24,5183.19,recharge,UPI,failed
439,136,2024-04-17,716.04,recharge,Card,success
440,136,2025-01-01,476.02,shopping,UPI,success
441,136,2024-05-27,1675.05,recharge,Card,success
442,136,2024-12-19,553.65,bill_pay,NetBanking,success
443,136,2024-09-22,1320.45,investment,UPI,success
444,136,2025-02-03,445.33,shopping,UPI,success
445,136,2025-03-12,4520.24,shopping,NetBanking,failed
446,136,2025-07-04,309.63,recharge,Card,success
447,136,2025-03-31,2777.18,bill_pay,Card,success
448,138,2025-04-04,1243.62,bill_pay,UPI,success
449,138,2025-03-26,3631.05,investment,UPI,success
450,138,2025-07-05,1142.42,shopping,UPI,success
451,138,2025-03-30,1778.2,recharge,UPI,success
452,138,2025-04-15,838.82,shopping,UPI,success
453,138,2025-03-18,451.09,shopping,UPI,success
454,138,2025-02-28,331.72,recharge,UPI,success
455,138,2025-02-20,1556.33,bill_pay,UPI,success
456,138,2025-03-22,3181.48,recharge,UPI,success
457,138,2025-05-13,451.25,investment,UPI,failed
458,138,2025-06-30,1020.19,bill_pay,UPI,failed
459,138,2025-02-05,3481.53,recharge,Wallet,success
460,138,2025-02-03,449.82,bill_pay,NetBanking,success
461,138,2025-06-03,1296.18,bill_pay,UPI,success
462,138,2025-02-22,607.43,bill_pay,Card,success
463,138,2025-04-09,864.15,shopping,Card,success
464,138,2025-03-16,231.93,recharge,UPI,success
465,138,2025-06-27,913.39,recharge,UPI,success
466,138,2025-03-24,257.97,recharge,UPI,success
467,138,2025-05-27,1853.88,investment,Card,success
468,139,2024-11-22,161.79,recharge,UPI,success
469,139,2025-04-02,1810.8,shopping,Card,success
470,139,2025-07-05,132.54,bill_pay,UPI,success
471,139,2024-06-04,2793.64,recharge,Card,success
472,139,2025-02-22,883.86,bill_pay,Card,failed
473,139,2025-05-16,246.83,investment,Card,success
474,139,2024-12-17,1640.42,bill_pay,UPI,success
475,139,2024-08-08,252.86,recharge,Card,success
476,139,2024-03-15,943.24,recharge,UPI,success
477,139,2024-06-05,856.01,recharge,Card,success
478,139,2025-05-19,389.11,bill_pay,NetBanking,success
479,139,2025-01-06,2286.63,recharge,NetBanking,failed
480,139,2024-07-07,1720.81,shopping,UPI,success
481,139,2024-04-06,711.45,shopping,UPI,success
482,139,2025-01-07,924.45,investment,UPI,success
483,139,2024-11-18,4152.93,recharge,UPI,success
484,139,2024-09-04,529.68,shopping,Card,success
485,139,2024-07-02,689.43,recharge,UPI,success
486,139,2025-05-26,2122.69,bill_pay,NetBanking,success
487,142,2025-04-06,1860.26,bill_pay,UPI,success
488,142,2025-06-10,1912.62,recharge,Card,success
489,142,2025-05-12,679.15,investment,UPI,success
490,142,2025-04-03,377.87,recharge,UPI,success
491,142,2025-04-07,2454.96,shopping,UPI,success
492,142,2025-06-04,4979.6,investment,UPI,success
493,142,2025-05-06,1803.07,bill_pay,Card,success
494,142,2025-04-12,615.33,recharge,NetBanking,success
495,142,2025-03-13,463.88,recharge,UPI,success
496,142,2025-04-20,1231.33,investment,Wallet,success
497,142,2025-07-04,156.55,shopping,UPI,success
498,142,2025-04-22,220.04,shopping,UPI,failed
499,142,2025-06-09,1131.41,recharge,UPI,success
500,142,2025-04-30,658.49,bill_pay,NetBanking,success
501,142,2025-04-09,1255.01,recharge,Card,failed
502,142,2025-04-10,3565.57,investment,UPI,success
503,142,2025-06-30,1840.86,bill_pay,UPI,failed
504,142,2025-03-24,2400.97,bill_pay,Wallet,success
505,142,2025-03-29,2015.98,shopping,Card,success
506,146,2025-05-24,925.88,shopping,NetBanking,success
507,146,2025-04-23,1400.4,recharge,UPI,success
508,146,2024-10-14,1054.08,bill_pay,UPI,failed
509,146,2025-07-06,4695.38,bill_pay,UPI,success
510,146,2024-12-19,310.76,bill_pay,UPI,success
511,146,2025-02-11,450.09,shopping,Wallet,failed
512,146,2025-03-04,3335.65,bill_pay,Card,success
513,146,2025-05-09,1542.78,recharge,UPI,success
514,146,2025-01-25,1721.64,recharge,UPI,success
515,146,2024-11-07,2740.51,bill_pay,UPI,success
516,146,2024-10-19,3111.66,bill_pay,UPI,success
517,146,2024-12-04,2691.28,investment,Wallet,success
518,146,2025-03-10,283.48,shopping,UPI,success
519,146,2024-12-15,2798.61,shopping,Card,success
520,146,2024-10-04,5589.68,bill_pay,UPI,success
521,146,2025-03-19,1587.65,bill_pay,UPI,success
522,146,2024-11-16,2094.47,recharge,Wallet,success
523,146,2025-03-27,143.94,investment,Wallet,success
524,146,2024-09-23,791.66,recharge,Card,success
525,146,2024-12-12,1361.74,shopping,UPI,success
526,151,2025-06-10,294.52,investment,UPI,failed
527,151,2025-06-03,191.96,recharge,UPI,success
528,151,2025-06-08,608.03,shopping,UPI,success
529,151,2025-02-28,527.86,shopping,UPI,success
530,151,2025-06-10,3537.4,bill_pay,UPI,success
531,151,2025-05-08,802.65,recharge,UPI,success
532,151,2025-01-25,1130.05,recharge,UPI,success
533,151,2025-04-24,1080.1,bill_pay,UPI,success
534,151,2025-04-19,1016.46,bill_pay,Card,success
535,156,2024-08-04,1553.39,recharge,Card,success
536,156,2024-06-15,599.11,recharge,UPI,success
537,156,2024-06-23,2963.67,bill_pay,UPI,failed
538,156,2025-06-21,106.89,investment,UPI,success
