transaction_id,user_id,amount,category,payment_method,status,is_successful
12614,3025,1276.420044,bill_pay,UPI,success,1
12615,3025,621.3400269,bill_pay,UPI,success,1
12616,3025,1481.390015,recharge,UPI,success,1
12617,3025,2330.320068,recharge,Card,success,1
12618,3025,1562.280029,recharge,UPI,success,1
4765,1169,1277.199951,recharge,UPI,success,1
4766,1169,1597.369995,recharge,NetBanking,success,1
4767,1169,855.460022,recharge,Card,success,1
4768,1169,830.4199829,recharge,UPI,success,1
4769,1169,294.2999878,recharge,UPI,success,1
4770,1169,586.3099976,bill_pay,Card,success,1
4771,1169,1086.22998,investment,UPI,success,1
785,199,122.5899963,shopping,UPI,success,1
786,199,2623.300049,bill_pay,Wallet,failed,0
787,199,1057.880005,shopping,Card,success,1
788,199,1594.359985,recharge,UPI,failed,0
789,199,709.5100098,recharge,UPI,failed,0
790,199,302.3399963,recharge,Wallet,success,1
13100,3136,463.1799927,bill_pay,Card,success,1
13101,3136,1588.670044,recharge,UPI,success,1
13102,3136,249.5500031,bill_pay,UPI,success,1
13103,3136,340.2000122,investment,UPI,success,1
13104,3136,1296.560059,recharge,UPI,success,1
13105,3136,5369.850098,bill_pay,UPI,success,1
13106,3136,236.6100006,investment,UPI,success,1
13107,3136,369.0599976,investment,Card,success,1
13108,3136,2888.050049,bill_pay,NetBanking,success,1
13109,3136,132.9600067,shopping,NetBanking,success,1
13110,3136,2895.100098,shopping,Card,success,1
13111,3136,1941.959961,recharge,Card,success,1
13112,3136,732.1500244,investment,UPI,success,1
13113,3136,208.5200043,bill_pay,Card,success,1
9630,2306,4508.129883,recharge,Card,failed,0
9631,2306,334.3800049,recharge,NetBanking,success,1
9632,2306,1597.819946,shopping,Card,success,1
9633,2306,924.2600098,shopping,UPI,success,1
9634,2306,3231.939941,recharge,Card,success,1
9635,2306,532.1900024,recharge,UPI,success,1
9636,2306,1121.51001,bill_pay,UPI,success,1
9637,2306,1354.589966,recharge,Card,success,1
9638,2306,351.8099976,recharge,Card,success,1
9639,2306,4974.669922,shopping,UPI,success,1
9640,2306,1953.310059,shopping,Wallet,success,1
9641,2306,1049.449951,shopping,UPI,success,1
9642,2306,275.1499939,bill_pay,Card,failed,0
9643,2306,562.039978,recharge,UPI,success,1
9644,2306,282.5799866,shopping,UPI,success,1
2311,599,2219.139893,bill_pay,UPI,success,1
2312,599,1619.459961,bill_pay,Card,success,1
2313,599,1569.77002,bill_pay,UPI,success,1
2314,599,913,recharge,UPI,success,1
2315,599,609.210022,recharge,UPI,success,1
2316,599,3757.659912,investment,UPI,success,1
2317,599,1383.540039,recharge,UPI,success,1
2318,599,1634.839966,investment,Card,success,1
2319,599,1646.079956,shopping,Card,success,1
2320,599,3010.47998,recharge,UPI,success,1
2321,599,4549.350098,bill_pay,UPI,success,1
2322,599,2219.040039,recharge,Card,success,1
2323,599,951.5800171,investment,Wallet,success,1
2324,599,1091.300049,recharge,Card,success,1
2325,599,1380.609985,bill_pay,Card,success,1
2326,599,1563.170044,bill_pay,UPI,failed,0
2327,599,1004.590027,recharge,Card,success,1
2328,599,3789.959961,recharge,UPI,success,1
20675,4945,1573.349976,recharge,UPI,success,1
20676,4945,2435.120117,shopping,Card,success,1
20677,4945,793.4099731,shopping,Card,success,1
20678,4945,1114.560059,recharge,UPI,success,1
20679,4945,658.5300293,shopping,UPI,success,1
20680,4945,380.3999939,recharge,UPI,success,1
20681,4945,256.2600098,investment,UPI,success,1
20682,4945,1236.98999,bill_pay,Wallet,failed,0
20683,4945,633.2299805,shopping,UPI,success,1
20684,4945,1151.310059,bill_pay,Card,success,1
20685,4945,372.1600037,investment,Card,success,1
20686,4945,1566.339966,recharge,Card,failed,0
18179,4349,203.9900055,recharge,UPI,success,1
1979,480,200.8899994,investment,UPI,failed,0
1980,480,1023.559998,recharge,UPI,success,1
1981,480,984.6300049,shopping,UPI,success,1
1982,480,2738.629883,bill_pay,NetBanking,success,1
1983,480,865.1799927,investment,Wallet,success,1
1984,480,257.0899963,recharge,Wallet,failed,0
1985,480,1510.969971,recharge,Card,failed,0
1986,480,1456.329956,recharge,UPI,success,1
1987,480,1083.939941,bill_pay,UPI,success,1
1988,480,1375.579956,recharge,UPI,success,1
1989,480,923.8099976,recharge,UPI,success,1
1990,480,5147.589844,recharge,UPI,success,1
1991,480,1591.849976,recharge,Card,success,1
1992,480,179.8399963,bill_pay,NetBanking,success,1
1993,480,2081.219971,recharge,NetBanking,success,1
1994,480,1276.140015,bill_pay,Card,success,1
1995,480,530.2800293,shopping,UPI,success,1
1996,480,184.0500031,shopping,UPI,success,1
8313,2014,713.4099731,investment,NetBanking,success,1
8314,2014,917.9199829,shopping,Wallet,success,1
8315,2014,1656.47998,shopping,UPI,success,1
8316,2014,1556.939941,recharge,Card,failed,0
8317,2014,1494.939941,recharge,UPI,success,1
8318,2014,585.6400146,bill_pay,UPI,success,1
8319,2014,1814.630005,bill_pay,UPI,success,1
8320,2014,726.210022,shopping,UPI,success,1
8321,2014,132.1199951,shopping,UPI,success,1
8322,2014,2008.180054,investment,Card,success,1
8323,2014,1447.47998,recharge,NetBanking,success,1
8324,2014,982.4799805,bill_pay,Card,success,1
8325,2014,1269.069946,recharge,UPI,success,1
8326,2014,2928.330078,bill_pay,NetBanking,success,1
8327,2014,1187.060059,recharge,UPI,success,1
8328,2014,127.3300018,shopping,UPI,success,1
8329,2014,5257.100098,shopping,NetBanking,success,1
8330,2014,2184.429932,investment,UPI,failed,0
11663,2813,3366.129883,investment,UPI,success,1
11664,2813,3382.840088,investment,Card,success,1
11665,2813,3600.449951,shopping,Card,success,1
11666,2813,571.1400146,bill_pay,UPI,success,1
11667,2813,3221.669922,recharge,Card,success,1
11668,2813,2086.26001,shopping,NetBanking,success,1
11669,2813,6570.649902,recharge,Card,success,1
11670,2813,3250.909912,bill_pay,UPI,success,1
11671,2813,268.019989,recharge,UPI,success,1
11672,2813,1215.75,investment,UPI,success,1
11673,2813,5066.689941,recharge,Card,failed,0
11674,2813,362.25,bill_pay,UPI,success,1
11675,2813,465.3599854,recharge,Wallet,success,1
11676,2813,1092.199951,recharge,UPI,success,1
11677,2813,1662.050049,recharge,Card,success,1
11678,2813,827.6400146,bill_pay,UPI,success,1
11679,2813,1263.599976,bill_pay,Card,success,1
11680,2813,374.7200012,bill_pay,UPI,success,1
1591,390,591.1500244,bill_pay,NetBanking,success,1
1592,390,949.75,recharge,NetBanking,success,1
1593,390,1615.400024,investment,NetBanking,success,1
1594,390,436.6099854,shopping,Card,success,1
1595,390,191.9700012,recharge,NetBanking,success,1
1596,390,188.6699982,investment,UPI,failed,0
1597,390,763.2800293,recharge,Card,failed,0
1598,390,4061.850098,bill_pay,NetBanking,success,1
1599,390,1660.599976,investment,UPI,success,1
1600,390,1568.199951,recharge,UPI,success,1
1601,390,817.3599854,shopping,Card,success,1
1602,390,1679.530029,recharge,UPI,success,1
1603,390,4311.189941,recharge,UPI,failed,0
1604,390,2237.649902,investment,UPI,success,1
1605,390,3155.75,investment,UPI,success,1
1606,390,830.9500122,bill_pay,UPI,success,1
1607,390,3841.76001,investment,UPI,success,1
1608,390,1265.199951,shopping,NetBanking,success,1
137,43,2316.139893,shopping,UPI,success,1
138,43,842.5100098,shopping,UPI,success,1
139,43,739.539978,recharge,Card,success,1
140,43,5636.5,recharge,UPI,success,1
141,43,187.6900024,shopping,UPI,success,1
142,43,1345.300049,shopping,Card,success,1
143,43,551.1900024,shopping,Card,success,1
144,43,110.1999969,shopping,UPI,success,1
145,43,201.5399933,shopping,NetBanking,success,1
5501,1330,168.7400055,recharge,Card,success,1
5502,1330,1023.72998,investment,UPI,success,1
9027,2173,476.1799927,bill_pay,UPI,success,1
9028,2173,3429.080078,shopping,UPI,success,1
9029,2173,151.0200043,recharge,Wallet,success,1
9030,2173,908.4400024,investment,UPI,success,1
3964,990,2387.100098,investment,Card,success,1
3965,990,4162.779785,recharge,UPI,success,1
3966,990,3107.840088,recharge,Card,success,1
3967,990,1288.329956,recharge,UPI,success,1
3968,990,5579.839844,bill_pay,UPI,success,1
3969,990,2239.419922,recharge,UPI,success,1
3970,990,938.7700195,recharge,NetBanking,success,1
3971,990,3959.929932,bill_pay,UPI,success,1
3972,990,2149.23999,recharge,UPI,success,1
3973,990,2395.25,bill_pay,UPI,success,1
3974,990,1277.959961,recharge,Card,success,1
3975,990,2052.629883,investment,UPI,success,1
3976,990,1063.849976,investment,NetBanking,success,1
3977,990,7001.02002,recharge,UPI,success,1
553,157,190.9799957,recharge,Card,success,1
554,157,1121.130005,bill_pay,UPI,success,1
555,157,322.6900024,bill_pay,UPI,success,1
556,157,714.3300171,recharge,Card,success,1
557,157,4610.370117,bill_pay,Card,success,1
558,157,1065.910034,investment,UPI,success,1
559,157,489.769989,recharge,Card,failed,0
560,157,1326.660034,recharge,UPI,success,1
561,157,1790.670044,recharge,UPI,success,1
562,157,315.1099854,shopping,Card,success,1
563,157,5077.450195,bill_pay,Card,success,1
564,157,2831.97998,investment,Card,success,1
565,157,214.4600067,recharge,UPI,success,1
566,157,298.7000122,shopping,Card,success,1
567,157,829.2299805,recharge,UPI,failed,0
568,157,317.9299927,shopping,UPI,success,1
569,157,2905.969971,shopping,UPI,success,1
570,157,1660.530029,recharge,Card,success,1
571,157,472.2000122,recharge,Wallet,success,1
14163,3399,2777.879883,recharge,Card,success,1
14164,3399,5984.72998,recharge,UPI,success,1
14165,3399,391.4200134,shopping,UPI,success,1
14166,3399,260.5299988,investment,Card,success,1
14167,3399,131.7700043,bill_pay,UPI,success,1
14168,3399,2145.129883,investment,UPI,success,1
14169,3399,194.75,investment,UPI,success,1
3940,986,2440.560059,bill_pay,Card,success,1
3941,986,293.0899963,shopping,Card,success,1
3942,986,2049.820068,shopping,UPI,success,1
3943,986,2492.639893,shopping,UPI,success,1
3944,986,1535.319946,bill_pay,Card,success,1
3945,986,339.519989,bill_pay,NetBanking,failed,0
3946,986,1725.170044,recharge,Card,success,1
3947,986,292.2200012,investment,UPI,success,1
3948,986,1284.709961,investment,UPI,success,1
3949,986,1696.380005,recharge,UPI,success,1
3950,986,449.6499939,bill_pay,NetBanking,success,1
3951,986,1132.829956,shopping,UPI,failed,0
3952,986,1255.76001,recharge,UPI,success,1
8534,2060,5555.939941,bill_pay,Card,success,1
8535,2060,570.710022,recharge,Card,success,1
8536,2060,191.9700012,bill_pay,UPI,success,1
8537,2060,3072.649902,investment,Card,success,1
8538,2060,1316.359985,investment,Card,success,1
8539,2060,1194.369995,bill_pay,UPI,success,1
8540,2060,2574.409912,recharge,UPI,success,1
8541,2060,582.3200073,investment,Card,success,1
8542,2060,652.1599731,bill_pay,UPI,success,1
8543,2060,1349.800049,bill_pay,Wallet,success,1
8544,2060,1668.150024,investment,UPI,success,1
8545,2060,4375.640137,shopping,UPI,success,1
8546,2060,3324.629883,shopping,UPI,success,1
8547,2060,566.6799927,recharge,Card,failed,0
8548,2060,2114.139893,bill_pay,Card,success,1
14207,3416,4231.589844,recharge,UPI,success,1
14208,3416,3280.669922,bill_pay,NetBanking,success,1
14209,3416,156.8000031,recharge,UPI,success,1
14210,3416,404.4299927,bill_pay,NetBanking,success,1
14211,3416,351.2000122,recharge,Card,success,1
14212,3416,242.5,recharge,UPI,success,1
14213,3416,316.2000122,shopping,Card,success,1
14214,3416,723.2800293,shopping,Card,success,1
14215,3416,367.7099915,recharge,Wallet,success,1
8908,2148,1177.180054,bill_pay,Wallet,success,1
8909,2148,1001.390015,recharge,Wallet,success,1
8910,2148,2845.22998,shopping,UPI,failed,0
8911,2148,775.460022,investment,UPI,success,1
8912,2148,585.4000244,investment,Card,success,1
8913,2148,1648.280029,recharge,UPI,failed,0
8914,2148,1384.790039,bill_pay,UPI,success,1
8915,2148,3858.790039,recharge,NetBanking,failed,0
8916,2148,645.25,recharge,UPI,success,1
8917,2148,2066.570068,investment,UPI,success,1
4652,1140,119.7399979,shopping,UPI,success,1
4653,1140,2202.310059,recharge,UPI,success,1
4654,1140,1764.400024,recharge,UPI,success,1
4655,1140,2622.070068,bill_pay,UPI,success,1
4656,1140,4291.160156,recharge,UPI,success,1
4657,1140,148.3200073,shopping,UPI,success,1
4658,1140,683.4799805,recharge,Card,success,1
7576,1812,435.4700012,investment,Card,success,1
7577,1812,189.5099945,investment,NetBanking,success,1
7578,1812,1968.75,investment,Card,success,1
7579,1812,185.6300049,shopping,Card,success,1
7580,1812,217.5399933,shopping,Card,success,1
7581,1812,159.8899994,investment,Card,success,1
7582,1812,2496.02002,recharge,Card,success,1
7583,1812,6931.850098,investment,UPI,success,1
7584,1812,2047.949951,recharge,UPI,success,1
7585,1812,292.5499878,recharge,NetBanking,success,1
7586,1812,1903.369995,shopping,UPI,success,1
7587,1812,4825.669922,recharge,UPI,success,1
7588,1812,5324.600098,recharge,UPI,success,1
7589,1812,731.6400146,recharge,UPI,success,1
7590,1812,124.4700012,shopping,UPI,success,1
7591,1812,8282.19043,investment,UPI,success,1
7592,1812,536.7999878,shopping,Card,success,1
8263,1999,2352.570068,investment,Card,success,1
8264,1999,5934.419922,shopping,UPI,success,1
8265,1999,350.7999878,shopping,Card,success,1
8266,1999,1819.589966,bill_pay,UPI,success,1
8267,1999,639.2399902,recharge,Card,success,1
8268,1999,1056.01001,shopping,Wallet,failed,0
8269,1999,1097.709961,recharge,UPI,success,1
8270,1999,1754.040039,bill_pay,Wallet,success,1
8271,1999,102.4499969,recharge,UPI,success,1
8272,1999,544.5300293,recharge,Card,success,1
8273,1999,2203.800049,shopping,UPI,success,1
8274,1999,2914.959961,bill_pay,Card,success,1
8275,1999,1439.780029,investment,Card,success,1
8276,1999,2772.649902,shopping,UPI,success,1
8277,1999,1679.77002,recharge,Card,success,1
8278,1999,933.1099854,recharge,UPI,success,1
8279,1999,813.5900269,recharge,UPI,success,1
8280,1999,847.4699707,recharge,UPI,success,1
8281,1999,1201.900024,investment,UPI,success,1
8282,1999,1594.430054,recharge,UPI,success,1
19848,4773,217.6399994,bill_pay,UPI,success,1
19849,4773,405.1099854,recharge,UPI,success,1
20868,4986,1186.51001,bill_pay,UPI,success,1
20869,4986,146.6699982,investment,UPI,success,1
20870,4986,119.7900009,recharge,UPI,success,1
20871,4986,433.5100098,bill_pay,Card,success,1
20872,4986,1024.51001,bill_pay,Card,success,1
20873,4986,1537.469971,investment,NetBanking,success,1
20874,4986,1668.780029,investment,UPI,success,1
20875,4986,2555.290039,investment,Card,success,1
20876,4986,472.6400146,investment,UPI,failed,0
20877,4986,824.210022,investment,UPI,success,1
20878,4986,109.8600006,shopping,UPI,success,1
20879,4986,1094.849976,bill_pay,NetBanking,success,1
20880,4986,335.1700134,investment,NetBanking,success,1
20881,4986,211.5399933,shopping,UPI,success,1
20882,4986,2159.590088,bill_pay,Card,success,1
20883,4986,3564.23999,shopping,NetBanking,failed,0
20884,4986,5426.160156,recharge,UPI,success,1
12650,3038,402.7399902,recharge,UPI,success,1
12651,3038,1186.430054,recharge,NetBanking,success,1
12652,3038,1362.089966,investment,Card,success,1
12653,3038,2647.48999,recharge,UPI,success,1
12654,3038,157.6300049,investment,UPI,success,1
12655,3038,784.75,shopping,NetBanking,failed,0
12656,3038,158.8699951,bill_pay,UPI,success,1
12657,3038,2586.73999,recharge,UPI,success,1
12658,3038,281.9200134,recharge,Card,success,1
12659,3038,3084.090088,recharge,UPI,success,1
2029,498,1506.819946,bill_pay,UPI,failed,0
2030,498,729.4400024,shopping,UPI,success,1
2031,498,2427.949951,investment,Card,success,1
2032,498,108.4599991,shopping,UPI,success,1
2033,498,1764.900024,shopping,UPI,success,1
2034,498,5927.720215,recharge,UPI,success,1
2035,498,1362.439941,bill_pay,UPI,success,1
2036,498,572.4299927,investment,UPI,failed,0
2037,498,2097.540039,bill_pay,UPI,success,1
2038,498,1853.310059,recharge,UPI,success,1
2039,498,1572.23999,recharge,UPI,success,1
2040,498,2809.540039,bill_pay,NetBanking,success,1
2041,498,440.5899963,bill_pay,UPI,success,1
2042,498,3137.310059,recharge,Card,success,1
2043,498,525.039978,investment,NetBanking,failed,0
2044,498,3203.47998,recharge,UPI,failed,0
2045,498,2416.659912,recharge,UPI,success,1
2046,498,192.2599945,investment,Wallet,failed,0
2047,498,576.1699829,recharge,UPI,success,1
2048,498,1845.77002,bill_pay,Card,success,1
19211,4570,815.039978,recharge,UPI,success,1
19212,4570,1473.050049,recharge,Card,success,1
19213,4570,967.0200195,shopping,UPI,success,1
19214,4570,439.1099854,recharge,UPI,success,1
19215,4570,1260.890015,shopping,Card,success,1
19216,4570,1547.369995,shopping,UPI,success,1
19217,4570,172.9799957,shopping,Wallet,success,1
19218,4570,1637.030029,investment,NetBanking,success,1
19219,4570,2715,shopping,UPI,success,1
19220,4570,2957.149902,recharge,UPI,failed,0
19221,4570,289,bill_pay,NetBanking,success,1
19222,4570,319.5599976,recharge,UPI,success,1
19223,4570,837.4099731,recharge,UPI,success,1
19224,4570,110.1399994,shopping,Card,success,1
19225,4570,149.0599976,investment,Card,success,1
19226,4570,2027.75,recharge,Card,success,1
19227,4570,660.4000244,bill_pay,UPI,success,1
19228,4570,1199.23999,shopping,UPI,success,1
19229,4570,181.0200043,shopping,UPI,success,1
19230,4570,3416.850098,bill_pay,UPI,success,1
9110,2188,2450.76001,investment,Wallet,success,1
9111,2188,1307.390015,bill_pay,NetBanking,success,1
9112,2188,148.3300018,recharge,Wallet,success,1
9113,2188,1628.650024,bill_pay,UPI,failed,0
9114,2188,2026.77002,recharge,UPI,success,1
9115,2188,886.210022,shopping,UPI,success,1
9116,2188,2612.689941,recharge,UPI,failed,0
2544,680,596.1799927,bill_pay,UPI,success,1
2545,680,3954.120117,investment,UPI,failed,0
2546,680,1207.839966,investment,UPI,success,1
2547,680,954.7999878,recharge,UPI,success,1
2548,680,3821.22998,shopping,UPI,success,1
2549,680,2425.570068,recharge,UPI,success,1
2550,680,203.1900024,bill_pay,UPI,success,1
2551,680,1799.02002,investment,Wallet,success,1
2552,680,232.5399933,recharge,UPI,success,1
2553,680,2384.129883,shopping,UPI,success,1
2554,680,2164.5,bill_pay,NetBanking,success,1
2555,680,1531.670044,recharge,Card,success,1
2556,680,2693.800049,shopping,UPI,success,1
2557,680,9298.929688,investment,Card,success,1
